Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя,method,param_base_name,cleaned_value,smiles
Детергент_20,typical,Степень полисульфидности,,1.3,No Method,Степень полисульфидности,1.3,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_3,typical,Степень полисульфидности,,1.3,No Method,Степень полисульфидности,1.3,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_15,typical,Степень полисульфидности,,1.3,No Method,Степень полисульфидности,1.3,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_18,typical,Степень полисульфидности,,1.2,No Method,Степень полисульфидности,1.2,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_1,typical,"Щелочное число, ASTM D2896",мг KOH/г,400,ASTM D2896,Щелочное число,400.0,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_4,typical,"Щелочное число, ASTM D2896",мг KOH/г,170,ASTM D2896,Щелочное число,170.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_23,typical,"Щелочное число, ASTM D2896",мг KOH/г,29.2,ASTM D2896,Щелочное число,29.2,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_16,typical,"Щелочное число, ASTM D2896",мг KOH/г,156.2,ASTM D2896,Щелочное число,156.2,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_13,typical,"Щелочное число, ASTM D2896",мг KOH/г,400,ASTM D2896,Щелочное число,400.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_14,typical,"Щелочное число, ASTM D2896",мг KOH/г,110,ASTM D2896,Щелочное число,110.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_21,typical,"Щелочное число, ASTM D2896",мг KOH/г,300-340,ASTM D2896,Щелочное число,300-340,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_9,typical,"Щелочное число, ASTM D2896",мг KOH/г,170,ASTM D2896,Щелочное число,170.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_3,typical,"Щелочное число, ASTM D2896",мг KOH/г,150,ASTM D2896,Щелочное число,150.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_15,typical,"Щелочное число, ASTM D2896",мг KOH/г,255,ASTM D2896,Щелочное число,255.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_7,typical,"Щелочное число, ASTM D2896",мг KOH/г,<30,ASTM D2896,Щелочное число,30.0,CCCCCCCCCCCC1=CC=C(S(=O)(=O)O[Ca])C=C1
Детергент_5,typical,"Щелочное число, ASTM D2896",мг KOH/г,<30,ASTM D2896,Щелочное число,30.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_11,typical,"Щелочное число, ASTM D2896",мг KOH/г,400,ASTM D2896,Щелочное число,400.0,Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].[Ca+2]
Детергент_8,typical,"Щелочное число, ASTM D2896",мг KOH/г,400,ASTM D2896,Щелочное число,400.0,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Mg]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,90.0,ASTM D445,"Кинематическая вязкость, при 100°C",90.0,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_4,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,15.55,ASTM D445,"Кинематическая вязкость, при 100°C",15.55,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_23,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,27.0,ASTM D445,"Кинематическая вязкость, при 100°C",27.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_16,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,31.3,ASTM D445,"Кинематическая вязкость, при 100°C",31.3,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_14,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,53.93,ASTM D445,"Кинематическая вязкость, при 100°C",53.93,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_21,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,300.0,ASTM D445,"Кинематическая вязкость, при 100°C",300.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_9,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,16.0,ASTM D445,"Кинематическая вязкость, при 100°C",16.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_3,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,180.0,ASTM D445,"Кинематическая вязкость, при 100°C",180.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_15,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,310.0,ASTM D445,"Кинематическая вязкость, при 100°C",310.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_11,typical,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,80.0,ASTM D445,"Кинематическая вязкость, при 100°C",80.0,Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].[Ca+2]
Детергент_16,typical,"Плотность при 15°С, ASTM D4052",г/см³,"0,98-1,05",ASTM D4052,Плотность при 15°С,0.98-1.05,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,typical,"Плотность при 15°С, ASTM D4052",г/см³,1.09,ASTM D4052,Плотность при 15°С,1.09,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_2,typical,"Плотность при 15°С, ASTM D4052",г/см³,1.2,ASTM D4052,Плотность при 15°С,1.2,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_17,typical,"Плотность при 15°С, ASTM D4052",г/см³,0.99,ASTM D4052,Плотность при 15°С,0.99,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_12,typical,"Плотность при 15°С, ASTM D4052",г/см³,1.2,ASTM D4052,Плотность при 15°С,1.2,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1C)(O[Ca]OS(C2=C(C)C=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_9,typical,"Плотность при 15°С, ASTM D4052",г/см³,1.2,ASTM D4052,Плотность при 15°С,1.2,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_18,typical,"Плотность при 15°С, ASTM D4052",г/см³,0.997,ASTM D4052,Плотность при 15°С,0.997,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_1,typical,Отношение Мыло/Основание,,0.6571428571,No Method,Отношение Мыло/Основание,0.6571428571,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_4,typical,Отношение Мыло/Основание,,3.0,No Method,Отношение Мыло/Основание,3.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_23,typical,Отношение Мыло/Основание,,40.0,No Method,Отношение Мыло/Основание,40.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_16,typical,Отношение Мыло/Основание,,4.0,No Method,Отношение Мыло/Основание,4.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,typical,Отношение Мыло/Основание,,2.0,No Method,Отношение Мыло/Основание,2.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_2,typical,Отношение Мыло/Основание,,1.5,No Method,Отношение Мыло/Основание,1.5,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_13,typical,Отношение Мыло/Основание,,0.7142857143,No Method,Отношение Мыло/Основание,0.7142857143,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_14,typical,Отношение Мыло/Основание,,33.33333333,No Method,Отношение Мыло/Основание,33.33333333,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_17,typical,Отношение Мыло/Основание,,3.0,No Method,Отношение Мыло/Основание,3.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_19,typical,Отношение Мыло/Основание,,1.5,No Method,Отношение Мыло/Основание,1.5,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_22,typical,Отношение Мыло/Основание,,1.6,No Method,Отношение Мыло/Основание,1.6,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3C2)C=C1
Детергент_21,typical,Отношение Мыло/Основание,,1.333333333,No Method,Отношение Мыло/Основание,1.333333333,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_20,typical,Отношение Мыло/Основание,,1.333333333,No Method,Отношение Мыло/Основание,1.333333333,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_12,typical,Отношение Мыло/Основание,,0.7142857143,No Method,Отношение Мыло/Основание,0.7142857143,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1C)(O[Ca]OS(C2=C(C)C=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_9,typical,Отношение Мыло/Основание,,2.0,No Method,Отношение Мыло/Основание,2.0,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_3,typical,Отношение Мыло/Основание,,4.0,No Method,Отношение Мыло/Основание,4.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_15,typical,Отношение Мыло/Основание,,2.0,No Method,Отношение Мыло/Основание,2.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_10,typical,Отношение Мыло/Основание,,1.5,No Method,Отношение Мыло/Основание,1.5,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_7,typical,Отношение Мыло/Основание,,40.0,No Method,Отношение Мыло/Основание,40.0,CCCCCCCCCCCC1=CC=C(S(=O)(=O)O[Ca])C=C1
Детергент_5,typical,Отношение Мыло/Основание,,40.0,No Method,Отношение Мыло/Основание,40.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_18,typical,Отношение Мыло/Основание,,4.0,No Method,Отношение Мыло/Основание,4.0,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_11,typical,Отношение Мыло/Основание,,0.7142857143,No Method,Отношение Мыло/Основание,0.7142857143,Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].[Ca+2]
Детергент_8,typical,Отношение Мыло/Основание,,0.7142857143,No Method,Отношение Мыло/Основание,0.7142857143,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Mg]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,typical,"Размер мицелл, нм",,10-14,No Method,"Размер мицелл, нм",10-14,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_4,typical,"Размер мицелл, нм",,2026-10-08 00:00:00,No Method,"Размер мицелл, нм",2026-10-08 00:00:00,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_23,typical,"Размер мицелл, нм",,60,No Method,"Размер мицелл, нм",60.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_16,typical,"Размер мицелл, нм",,2026-10-08 00:00:00,No Method,"Размер мицелл, нм",2026-10-08 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,typical,"Размер мицелл, нм",,2026-10-08 00:00:00,No Method,"Размер мицелл, нм",2026-10-08 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_2,typical,"Размер мицелл, нм",,2026-08-06 00:00:00,No Method,"Размер мицелл, нм",2026-08-06 00:00:00,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_13,typical,"Размер мицелл, нм",,10-14,No Method,"Размер мицелл, нм",10-14,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_14,typical,"Размер мицелл, нм",,20-30,No Method,"Размер мицелл, нм",20-30,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_17,typical,"Размер мицелл, нм",,2026-08-06 00:00:00,No Method,"Размер мицелл, нм",2026-08-06 00:00:00,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_19,typical,"Размер мицелл, нм",,2026-08-06 00:00:00,No Method,"Размер мицелл, нм",2026-08-06 00:00:00,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_22,typical,"Размер мицелл, нм",,2026-12-10 00:00:00,No Method,"Размер мицелл, нм",2026-12-10 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3C2)C=C1
Детергент_21,typical,"Размер мицелл, нм",,2026-12-10 00:00:00,No Method,"Размер мицелл, нм",2026-12-10 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_20,typical,"Размер мицелл, нм",,2026-12-10 00:00:00,No Method,"Размер мицелл, нм",2026-12-10 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_12,typical,"Размер мицелл, нм",,2026-10-08 00:00:00,No Method,"Размер мицелл, нм",2026-10-08 00:00:00,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1C)(O[Ca]OS(C2=C(C)C=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_9,typical,"Размер мицелл, нм",,2026-08-06 00:00:00,No Method,"Размер мицелл, нм",2026-08-06 00:00:00,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_3,typical,"Размер мицелл, нм",,2026-10-08 00:00:00,No Method,"Размер мицелл, нм",2026-10-08 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_15,typical,"Размер мицелл, нм",,2026-10-08 00:00:00,No Method,"Размер мицелл, нм",2026-10-08 00:00:00,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_10,typical,"Размер мицелл, нм",,2026-08-06 00:00:00,No Method,"Размер мицелл, нм",2026-08-06 00:00:00,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_7,typical,"Размер мицелл, нм",,100,No Method,"Размер мицелл, нм",100.0,CCCCCCCCCCCC1=CC=C(S(=O)(=O)O[Ca])C=C1
Детергент_5,typical,"Размер мицелл, нм",,100,No Method,"Размер мицелл, нм",100.0,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_11,typical,"Размер мицелл, нм",,10-14,No Method,"Размер мицелл, нм",10-14,Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].Cc1cc(CCCCCCCCCCCCCCCCCCCCCC)ccc1S(=O)(=O)[O-].[Ca+2]
Детергент_8,typical,"Размер мицелл, нм",,10-14,No Method,"Размер мицелл, нм",10-14,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Mg]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_1,typical,Структура УВ-радикала,,C21H43,No Method,Структура УВ-радикала,C21H43,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_4,typical,Структура УВ-радикала,,C17H35,No Method,Структура УВ-радикала,C17H35,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_23,typical,Структура УВ-радикала,,C11H23,No Method,Структура УВ-радикала,C11H23,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_16,typical,Структура УВ-радикала,,С11H23,No Method,Структура УВ-радикала,С11H23,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_6,typical,Структура УВ-радикала,,С11H23,No Method,Структура УВ-радикала,С11H23,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_2,typical,Структура УВ-радикала,,C17H35,No Method,Структура УВ-радикала,C17H35,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_13,typical,Структура УВ-радикала,,C11H23,No Method,Структура УВ-радикала,C11H23,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2]
Детергент_14,typical,Структура УВ-радикала,,C12H25,No Method,Структура УВ-радикала,C12H25,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_17,typical,Структура УВ-радикала,,C17H35,No Method,Структура УВ-радикала,C17H35,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_19,typical,Структура УВ-радикала,,C17H35,No Method,Структура УВ-радикала,C17H35,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_22,typical,Структура УВ-радикала,,С11H23,No Method,Структура УВ-радикала,С11H23,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3C2)C=C1
Детергент_20,typical,Структура УВ-радикала,,С11H23,No Method,Структура УВ-радикала,С11H23,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_12,typical,Структура УВ-радикала,,C21H43,No Method,Структура УВ-радикала,C21H43,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1C)(O[Ca]OS(C2=C(C)C=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O
Детергент_9,typical,Структура УВ-радикала,,C17H35,No Method,Структура УВ-радикала,C17H35,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
Детергент_3,typical,Структура УВ-радикала,,С11H23,No Method,Структура УВ-радикала,С11H23,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_15,typical,Структура УВ-радикала,,С12H25,No Method,Структура УВ-радикала,С12H25,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1
Детергент_10,typical,Структура УВ-радикала,,C12H25,No Method,Структура УВ-радикала,C12H25,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O
